dashboard_id,dashboard_name,dashboard_folder,question_id,question_name
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10667,Signups by Bodystyle
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10668,Uploads by Bodystyle
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10669,Sales by Bodystyle
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10670,Signups by Age Band
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10672,Upload by Age Band
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10673,Sales by Age Band
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10674,Signups by Service History
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10675,Uploads by Service History
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10676,Signups by Service History - Modified
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10677,Signups by Make
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10678,Uploads by Make
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10679,Sales by Make - Modified
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10827,Sales by Bodystyle
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10836,Upload by Age Band
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10828,Sales by Age Band
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10837,Sales by Fuel Type
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10833,Uploads by Service History
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10831,Signups by Service History - Modified
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10832,Uploads by Fuel Type
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10841,Uploads by Make
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10839,Sales by Make - Modified
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10840,Uploads by Mileage Band
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10842,Sales by Mileage Band
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10829,Uploads by Bodystyle
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10843,Uploads within Criteria
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10844,Uploads
2047,Stock Mix - Duplicate,Laura Brenninkmeijer's Personal Collection,10847,Sales for Chosen Dealer by Upload Day
991,Stock Sourcing,Carwow / Germany / OPS / Stock/Used Data / Stock Sourcing Tracking,6539,Stocksupplydata - TV Dash
991,Stock Sourcing,Carwow / Germany / OPS / Stock/Used Data / Stock Sourcing Tracking,6571,Live Stock & Used Count
993,Stock Sourcing - TV Dash,Sven Huybrechts's Personal Collection,6539,Stocksupplydata - TV Dash
993,Stock Sourcing - TV Dash,Sven Huybrechts's Personal Collection,6571,Live Stock & Used Count
993,Stock Sourcing - TV Dash,Sven Huybrechts's Personal Collection,6651,DE Supply - New Stock - Live - Progress
993,Stock Sourcing - TV Dash,Sven Huybrechts's Personal Collection,6773,Wiedervorlage_OTDs
3697,test,Konstantin Schubert's Personal Collection,12343,Paused Accounts
3697,test,Konstantin Schubert's Personal Collection,10759,Account Manager Markenzuordnung
3697,test,Konstantin Schubert's Personal Collection,26797,ACOD Test
3697,test,Konstantin Schubert's Personal Collection,26798,Umsatz test
232,Test,Chris Hart's Personal Collection,4210,"Makes With Am, Count, Grouped by Make"
102,test cor share,Jaime García's Personal Collection,186,COR share by make
2278,{Test} Dealer Leasing Performance,Alexa von Bogdandy's Personal Collection,11927,DE:LMS Dealer Performance - Duplicate
100,Test leads by dealer,Jaime García's Personal Collection,121,Leads by dealer Pablo
3829,Test LT5,Salome Hörmann's Personal Collection,28084,LT5 excl mercedes and mini
3433,Top 10 ,Carwow / UK / SMC Trading / Laura B,20956,Makes Listed
3433,Top 10 ,Carwow / UK / SMC Trading / Laura B,20957,Makes Sold
3433,Top 10 ,Carwow / UK / SMC Trading / Laura B,20958,Models Listed
3433,Top 10 ,Carwow / UK / SMC Trading / Laura B,20959,Models Sold
3433,Top 10 ,Carwow / UK / SMC Trading / Laura B,20960,Total Cars Sold
595,Transport invoice,Carwow / Operations,4694,syc_finance_cars_collectionpending_last8months
595,Transport invoice,Carwow / Operations,6078,SMC_sales_data_last_8months
595,Transport invoice,Carwow / Operations,1156,syc_finance_cars_cancelled_last8months
2080,"Uploads, Bids and Sales",Carwow / UK / SMC Trading / Laura B,10876,Uploads by Day
2080,"Uploads, Bids and Sales",Carwow / UK / SMC Trading / Laura B,10877,Uploads by Day - With Criteria
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17133,Used Accounts with KPI´s
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17134,Used Stock live
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17135,Stock & Used live Deals
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17136,Used Stock live
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17137,Used Accounts by State
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,10309,Weekly Used Fluctuation
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17138,Used CE´s by day
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17140,Model Overview
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17162,Avg. Mapping Quote
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17163,Avg. Used CE´s per Day
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17227,Weekly CE´s
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17854,Used CE´s by day
2972,Used Car Dashboard,Carwow / Germany / OPS / Till,17194,Detailed Stock & Used Supply
1256,Used Cars Overview,Shanil Mehta's Personal Collection,7579,Used Cars Live
1256,Used Cars Overview,Shanil Mehta's Personal Collection,7582,Dealerships Live
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6779,Stock/Used Supply Data
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6781,Used Accounts
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6649,DE Supply - Used
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6778,ACCOUNT_STATUS_USED_ACCOUNTS
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6835,TOTAL ACCOUNTS USED
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,6898,TOTAL_ACCOUNTS_CREATED_USED_ACCOUNTS
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,7366,"Live Used Accounts - WITHOUT LIVE CARS, Count"
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,7661,Paused Used Accounts
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,8054,Daily New Used Accounts
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,10566,USED ACCOUNTS (Not_Onboarded)
1123,Used - Dashboard,Carwow / Germany / OPS / Stock/Used Data / Used,23959,USED ACCOUNTS (Not_Onboarded) - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7563,Stock/Used Supply Data - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7564,Used Accounts - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7565,ACCOUNT_STATUS_USED_ACCOUNTS - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7567,TOTAL ACCOUNTS USED - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7568,TOTAL_ACCOUNTS_CREATED_USED_ACCOUNTS - Duplicate
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7569,"Used Accounts - WITHOUT LIVE CARS, Count - Duplicate"
1255,Used - Dashboard - UK,Carwow / Germany / OPS / Stock/Used Data / Used,7570,"Live Used Accounts - WITHOUT LIVE CARS, Count - Duplicate"
1751,Used Overview,Our analytics (root),10071,Used Dealer KPI´s
1849,Used Overview,Carwow / Germany / OPS / Till,10309,Weekly Used Fluctuation
1849,Used Overview,Carwow / Germany / OPS / Till,10529,Used  Supply Change  last 7 days
1849,Used Overview,Carwow / Germany / OPS / Till,10068,Average Standtage & Reply Time Used
1750,Used Standdays,Our analytics (root),10068,Average Standtage & Reply Time Used
3301,Volumes w/c17th,Carwow / UK / SMC Trading / Laura B,19966,CL and Uploads
3301,Volumes w/c17th,Carwow / UK / SMC Trading / Laura B,19967,Closed Listing (Pre and Post upload)
3961,Win the Week,Carwow / UK / SMC Trading / Laura B,28777,Daily Gross Revenue - Last 7 Days vs Last Week
3961,Win the Week,Carwow / UK / SMC Trading / Laura B,28779,Weekly Gross Revenue - Last 5 Weeks vs Last year
3961,Win the Week,Carwow / UK / SMC Trading / Laura B,28810,Gross Revenue  Week To Date
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6909,Message Tracking
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6905,Messages User
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6904,Total Messages (User <-> wowPilot)
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6906,Messages GPT 
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6910,Enquiries handled
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6911,Message Tracking over Time
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6912,Handover Share Co-Pilot
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,6908,Message sent share
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,9770,wow-Pilot - Aktive Händleranzahl
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,9771,wow-Pilot - Aktive Händlergruppenanzahl
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,10765,wow-Pilot - Aktive Händlergruppen
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,11155,Daily Enquiries handled - Last 60 Days
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,11190,MISSED REVENUE WOW-PILOT - Modified
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,11192,Revenue
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,11193,Enquiries handled - Non-Chargeable
1156,wow-Pilot - Dashboard,Carwow / Germany / OPS / Enquiry GPT,11194,Test Dealerships
